time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-13 00:00:00+00:00,39,11,3,1
2026-05-14 00:00:00+00:00,16,7,1,1
2026-05-15 00:00:00+00:00,43,9,2,1
2026-05-16 00:00:00+00:00,21,8,0,0
2026-05-17 00:00:00+00:00,14,5,0,0
2026-05-18 00:00:00+00:00,4,4,1,1
2026-05-19 00:00:00+00:00,25,7,0,0
2026-05-20 00:00:00+00:00,1,1,0,0
2026-05-21 00:00:00+00:00,15,5,0,0
2026-05-22 00:00:00+00:00,18,4,0,0
2026-05-23 00:00:00+00:00,33,14,0,0
2026-05-24 00:00:00+00:00,28,10,0,0
2026-05-25 00:00:00+00:00,103,38,0,0
2026-05-26 00:00:00+00:00,753,175,0,0
